Date,Decibel
2024-07-10 11:39:47,53.2
2024-07-10 11:39:47,54.5
2024-07-10 11:39:47,54.6
2024-07-10 11:39:47,53.8
2024-07-10 11:39:48,54.0
2024-07-10 11:39:48,54.2
2024-07-10 11:39:48,54.1
2024-07-10 11:39:48,53.6
2024-07-10 11:39:48,54.1
2024-07-10 11:39:48,54.6
2024-07-10 11:39:48,53.9
2024-07-10 11:39:49,54.0
2024-07-10 11:39:49,54.1
2024-07-10 11:39:49,54.0
2024-07-10 11:39:49,54.2
2024-07-10 11:39:49,54.2
2024-07-10 11:39:49,53.7
2024-07-10 11:39:49,54.4
2024-07-10 11:39:50,54.1
2024-07-10 11:39:50,55.1
2024-07-10 11:39:50,53.9
2024-07-10 11:39:50,54.0
2024-07-10 11:39:50,53.2
2024-07-10 11:48:17,53.7
2024-07-10 11:48:17,54.2
2024-07-10 11:48:17,54.7
2024-07-10 11:48:17,53.9
2024-07-10 11:48:17,54.0
2024-07-10 11:48:18,54.5
2024-07-10 11:48:18,54.7
2024-07-10 11:48:18,54.0
2024-07-10 11:48:18,54.6
2024-07-10 11:48:18,54.7
2024-07-10 11:48:18,52.6
2024-07-10 11:48:18,54.4
2024-07-10 11:48:19,55.2
2024-07-10 11:48:19,55.2
2024-07-10 11:48:19,55.7
2024-07-10 11:48:19,54.7
2024-07-10 11:48:19,54.5
2024-07-10 11:48:19,53.6
2024-07-10 11:48:19,53.8
2024-07-10 11:48:20,54.2
2024-07-10 11:48:20,55.3
2024-07-10 11:48:20,53.5
2024-07-10 11:48:20,53.9
2024-07-10 11:48:20,54.8
2024-07-10 11:48:20,54.3
2024-07-10 11:48:20,54.1
2024-07-10 11:48:21,59.5
2024-07-10 11:48:21,54.4
2024-07-10 11:48:21,53.7
2024-07-10 11:48:21,53.7
2024-07-10 11:48:21,53.3
2024-07-10 11:48:21,54.2
2024-07-10 11:48:21,53.2
2024-07-10 11:48:22,53.6
2024-07-10 11:48:22,54.2
2024-07-10 11:48:22,53.6
2024-07-10 11:48:22,54.4
2024-07-10 11:48:22,54.1
2024-07-10 11:48:22,54.2
2024-07-10 11:48:22,53.4
2024-07-10 11:48:23,53.3
2024-07-10 11:48:23,53.8
2024-07-10 11:48:23,53.5
2024-07-10 11:48:23,54.1
2024-07-10 11:48:23,55.4
2024-07-10 11:48:23,55.1
2024-07-10 11:48:23,55.6
2024-07-10 11:48:24,54.3
2024-07-10 11:48:24,54.4
2024-07-10 11:48:24,54.1
2024-07-10 11:48:24,53.9
2024-07-10 11:48:24,53.6
2024-07-10 11:48:24,54.4
2024-07-10 11:48:24,54.2
2024-07-10 11:48:25,54.2
2024-07-10 11:48:25,53.8
2024-07-10 11:48:25,53.5
2024-07-10 11:48:25,53.9
2024-07-10 11:48:25,54.3
2024-07-10 11:48:25,53.6
2024-07-10 11:48:25,54.2
2024-07-10 11:48:26,53.8
2024-07-10 11:48:26,54.7
2024-07-10 11:48:26,53.6
2024-07-10 11:48:26,54.2
2024-07-10 11:48:26,54.4
2024-07-10 11:48:26,54.6
2024-07-10 11:48:26,54.3
2024-07-10 11:48:27,56.1
2024-07-10 11:48:27,54.6
2024-07-10 11:48:27,55.4
2024-07-10 11:48:27,53.4
2024-07-10 11:48:27,54.3
2024-07-10 11:48:27,54.0
2024-07-10 11:48:27,54.6
2024-07-10 11:48:28,54.7
2024-07-10 11:48:28,53.4
2024-07-10 11:48:28,53.4
2024-07-10 11:48:28,54.3
2024-07-10 11:48:28,54.2
2024-07-10 11:48:28,54.3
2024-07-10 11:48:28,54.1
2024-07-10 11:48:29,54.0
2024-07-10 11:48:29,54.7
2024-07-10 11:48:29,54.9
2024-07-10 11:48:29,53.9
2024-07-10 11:48:29,55.0
2024-07-10 11:48:29,54.0
2024-07-10 11:48:29,53.8
2024-07-10 11:48:29,54.6
2024-07-10 11:48:30,54.9
2024-07-10 11:48:30,54.4
2024-07-10 11:48:30,54.0
2024-07-10 11:48:30,53.9
